1	23	24	25	26	27	28	29	30	31	46	52	53	54	55	56	58	59	84	85	86	87	88	89	90	91	92	93	94	96	97	98	99	100	101	723	729
2	23	24	25	26	27	28	29	30	31	46	52	53	54	55	56	57	58	59	84	85	86	87	89	90	91	92	93	94	95	96	97	99	100	101	723	729
3	23	24	25	26	27	28	29	30	31	46	52	54	55	56	57	58	59	84	85	86	87	88	89	90	91	93	94	95	96	97	98	99	100	101	723	729
4	23	24	25	26	27	28	29	30	31	46	52	53	54	55	56	57	58	59	84	85	86	87	88	89	90	91	92	93	94	95	97	99	100	101	723	729
5	23	24	25	26	27	28	29	30	31	46	52	53	54	55	56	57	58	59	84	85	86	87	89	90	91	92	93	94	96	97	98	99	100	101	723	729
6	23	24	25	26	27	28	29	30	31	46	52	53	54	56	57	58	59	84	85	86	87	88	89	90	91	92	93	94	95	96	97	99	100	101	723	729
7	23	24	25	26	27	28	29	30	31	46	52	53	54	55	56	57	58	59	84	85	86	87	89	90	91	92	94	95	96	97	98	99	100	101	723	729
8	23	24	25	26	27	28	29	30	31	46	52	53	54	55	56	57	59	84	85	86	87	88	89	90	91	92	93	95	96	97	98	99	100	101	723	729
9	23	24	25	26	27	28	29	30	31	52	53	54	55	56	57	59	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	723	729
10	23	24	25	26	27	28	29	30	31	53	54	55	56	57	58	59	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	723	729
11	23	24	25	26	27	28	29	30	31	46	52	54	55	56	57	58	59	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	100	101	723	729
12	42	43	44	45	46	47	48	49	50	51	52	53	59	60	62	63	64	65	66	67	68	70	74	78	79	80	81	82	83	96	102	103	104	725	726	727
13	42	43	44	45	46	47	48	49	50	51	52	53	55	56	58	59	60	62	64	65	66	67	68	78	79	80	81	83	88	95	96	102	103	104	725	726
14	42	43	44	45	46	47	48	49	50	51	52	53	55	56	58	59	60	61	62	63	64	66	67	68	78	79	80	81	83	96	102	103	104	725	726	727
15	42	43	44	45	46	47	48	49	50	51	52	53	55	56	59	60	61	62	63	64	65	66	67	68	70	78	79	80	82	83	96	102	103	104	726	727
16	42	43	44	45	46	47	48	49	50	51	52	53	55	59	60	61	62	63	64	65	66	67	68	70	78	79	80	81	83	96	102	103	104	725	726	727
17	42	43	44	45	46	47	48	49	50	51	52	53	55	58	59	60	61	62	63	64	65	66	67	68	78	79	80	82	83	96	102	103	104	725	726	727
18	42	43	44	45	46	47	48	49	50	51	52	53	55	56	58	59	60	61	62	64	65	66	67	78	79	80	81	82	83	96	102	103	104	725	726	727
19	42	43	44	45	46	47	48	49	50	51	52	53	55	56	58	60	61	62	63	64	65	66	67	68	78	79	80	81	83	96	102	103	104	725	726	727
20	42	43	44	45	46	47	48	49	50	51	52	53	55	56	58	59	60	62	64	65	66	67	68	78	79	80	81	82	83	96	102	103	104	725	726	727
21	43	44	45	46	47	48	49	50	51	52	53	54	55	56	58	59	60	62	64	66	67	68	70	85	86	87	88	89	94	95	96	98	101	103	725	727
22	42	43	44	45	46	47	48	49	50	51	52	53	55	56	58	59	60	61	62	63	64	65	66	67	78	79	80	81	82	83	96	102	103	104	725	726
23	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	62	70	74	75	78	79	80	82	83	84	85	89	91	94	95	96	725	728
24	45	46	48	49	51	52	53	54	55	56	57	58	59	62	65	67	68	70	71	72	74	75	76	78	79	80	82	83	85	89	90	93	94	98	725	728
25	42	43	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	61	62	65	66	67	70	74	79	80	82	86	87	90	91	93	95	96	98	103
26	43	44	45	46	47	48	49	51	52	53	54	55	56	57	58	59	62	70	74	79	80	82	83	84	86	87	88	89	90	93	94	95	96	98	101	725
27	44	45	46	48	49	51	52	53	54	55	56	58	59	62	70	74	79	80	82	83	84	85	86	88	90	91	92	93	94	95	96	97	98	100	101	725
28	43	44	45	46	47	48	49	50	51	52	53	54	55	56	58	59	62	70	74	79	80	82	83	84	85	86	87	88	89	90	91	93	94	95	96	101
29	23	26	27	28	43	44	46	48	49	50	52	53	54	55	56	57	58	59	62	80	84	85	86	87	88	89	90	91	93	94	95	96	98	101	725	729
30	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	62	84	85	86	87	88	89	90	91	92	93	94	95	96	98	100	101	725	729
31	23	24	25	26	27	28	30	46	51	52	53	54	55	56	57	58	59	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	729
32	24	26	27	30	46	50	51	52	53	54	55	56	57	58	59	70	74	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	100	101	725	729
33	42	43	44	45	46	47	48	49	50	51	52	53	58	59	60	61	62	63	64	65	66	67	68	74	78	79	80	81	82	83	96	102	103	104	725	727
34	42	43	44	45	46	47	48	49	50	51	52	53	55	59	60	61	62	63	64	65	66	67	68	70	78	79	80	81	82	83	102	103	104	725	726	727
35	42	43	44	45	46	47	48	49	50	51	52	53	55	56	58	60	61	62	63	64	65	66	67	68	70	78	79	80	81	82	83	102	103	104	725	727
36	42	43	44	45	46	47	48	49	50	52	53	55	56	60	61	62	63	64	65	66	67	68	74	78	79	80	81	82	83	96	102	103	104	725	726	727
37	43	44	45	46	47	48	49	50	51	52	53	55	56	59	60	61	62	63	64	65	66	67	68	74	78	79	80	81	82	83	96	102	103	104	726	727
38	42	43	44	45	46	47	48	49	50	51	52	53	56	60	61	62	63	64	65	66	67	68	70	74	78	79	80	81	82	83	102	103	104	725	726	727
